"id";"content";"from_source";"link";"map_location";"time";"type";"user_name"
318;"Viewed Sticky Rice, Washington";"Android";"https://www.google.com/url?q=https://www.yelp.com/biz/sticky-rice-washington&usg=AFQjCNFS9J3VvSStBo39kwOF5-e5yH_brQ";"";"Sep 16, 2018, 10:21:00 PM EDT";"Yelp: Food, Shopping, Services Nearby";"kevin"
319;"Viewed Toryumon Japanese House, Washington";"Android";"https://www.google.com/url?q=https://www.yelp.com/biz/toryumon-japanese-house-washington&usg=AFQjCNEboEk2kLUbTOe3qRN0pVsS9HFjMA";"";"Sep 16, 2018, 10:21:00 PM EDT";"Yelp: Food, Shopping, Services Nearby";"kevin"
320;"Viewed GYU-KAU";"Android";"https://www.google.com/url?q=https://www.yelp.com/search%3Ffind_desc%3DGYU-KAU&usg=AFQjCNFkSQ6PyYZzR3C7hx_tjGHdCZQqKg";"";"Sep 16, 2018, 10:21:00 PM EDT";"Yelp: Food, Shopping, Services Nearby";"kevin"
321;"Used QQmail";"Android";"https://play.google.com/store/apps/details?id=com.tencent.androidqqmail";"";"Sep 16, 2018, 10:04:55 PM EDT";"QQmail";"kevin"
322;"Used com.bbk.launcher";"Android";"";"";"Sep 16, 2018, 10:03:25 PM EDT";"com.bbk.launcher2";"kevin"
323;"Used WeChat";"Android";"https://play.google.com/store/apps/details?id=com.tencent.mm";"";"Sep 16, 2018, 10:02:01 PM EDT";"WeChat";"kevin"
324;"Used YouTub";"Android";"https://play.google.com/store/apps/details?id=com.google.android.youtube";"";"Sep 16, 2018, 9:48:35 PM EDT";"YouTube";"kevin"
325;"Used Alipay";"Android";"https://play.google.com/store/apps/details?id=com.eg.android.AlipayGphone";"";"Sep 16, 2018, 9:47:02 PM EDT";"Alipay";"kevin"
326;"Used WhatsApp Messenger";"Android";"https://play.google.com/store/apps/details?id=com.whatsapp";"";"Sep 16, 2018, 9:46:33 PM EDT";"WhatsApp Messenger";"kevin"
327;"Used com.vivo.upslid";"Android";"";"";"Sep 16, 2018, 9:46:31 PM EDT";"com.vivo.upslide";"kevin"
328;"Used Messaging";"Android";"https://play.google.com/store/apps/details?id=com.android.mms";"";"Sep 16, 2018, 9:38:56 PM EDT";"Messaging";"kevin"
329;"Used Xiami Music";"Android";"https://play.google.com/store/apps/details?id=fm.xiami.main";"";"Sep 16, 2018, 9:38:31 PM EDT";"Xiami Music";"kevin"
330;"Used com.vivo.email";"Android";"";"";"Sep 16, 2018, 9:29:29 PM EDT";"com.vivo.email";"kevin"
331;"Used NYTimes - Latest News";"Android";"https://play.google.com/store/apps/details?id=com.nytimes.android";"";"Sep 16, 2018, 9:26:36 PM EDT";"NYTimes - Latest News";"kevin"
332;"Used Instagram";"Android";"https://play.google.com/store/apps/details?id=com.instagram.android";"";"Sep 16, 2018, 9:20:50 PM EDT";"Instagram";"kevin"
333;"Used com.vivo.gallery";"Android";"";"";"Sep 16, 2018, 9:20:25 PM EDT";"com.vivo.gallery";"kevin"
334;"Used com.android.camera";"Android";"";"";"Sep 16, 2018, 9:20:09 PM EDT";"com.android.camera";"kevin"
335;"Used WeChat";"Android";"https://play.google.com/store/apps/details?id=com.tencent.mm";"";"Sep 16, 2018, 8:40:50 PM EDT";"WeChat";"kevin"
336;"Used com.vivo.upslid";"Android";"";"";"Sep 16, 2018, 8:28:16 PM EDT";"com.vivo.upslide";"kevin"
337;"Used WeChat";"Android";"https://play.google.com/store/apps/details?id=com.tencent.mm";"";"Sep 16, 2018, 4:18:46 PM EDT";"WeChat";"kevin"
338;"Used com.vivo.upslid";"Android";"";"";"Sep 16, 2018, 4:18:38 PM EDT";"com.vivo.upslide";"kevin"
339;"Used NYTimes - Latest News";"Android";"https://play.google.com/store/apps/details?id=com.nytimes.android";"";"Sep 16, 2018, 4:17:46 PM EDT";"NYTimes - Latest News";"kevin"
340;"Used com.bbk.launcher";"Android";"";"";"Sep 16, 2018, 4:17:35 PM EDT";"com.bbk.launcher2";"kevin"
341;"Used Alipay";"Android";"https://play.google.com/store/apps/details?id=com.eg.android.AlipayGphone";"";"Sep 16, 2018, 4:17:29 PM EDT";"Alipay";"kevin"
342;"Used com.ifeng.news";"Android";"";"";"Sep 16, 2018, 4:16:34 PM EDT";"com.ifeng.news2";"kevin"
343;"Used Waze - GPS, Maps, Traffic Alerts & Live Navigation";"Android";"https://play.google.com/store/apps/details?id=com.waze";"";"Sep 16, 2018, 4:11:33 PM EDT";"Waze - GPS, Maps, Traffic Alerts & Live Navigation";"kevin"
344;"Used ????-??????·3??????";"Android";"https://play.google.com/store/apps/details?id=com.shark.jizhang";"";"Sep 16, 2018, 4:10:14 PM EDT";"????-??????·3??????";"kevin"
345;"Used com.bbk.launcher";"Android";"";"";"Sep 16, 2018, 3:38:09 PM EDT";"com.bbk.launcher2";"kevin"
346;"Used QQ";"Android";"https://play.google.com/store/apps/details?id=com.tencent.mobileqq";"";"Sep 16, 2018, 3:38:09 PM EDT";"QQ";"kevin"
347;"Used Alipay";"Android";"https://play.google.com/store/apps/details?id=com.eg.android.AlipayGphone";"";"Sep 16, 2018, 3:33:10 PM EDT";"Alipay";"kevin"
348;"Used Waze - GPS, Maps, Traffic Alerts & Live Navigation";"Android";"https://play.google.com/store/apps/details?id=com.waze";"";"Sep 16, 2018, 3:32:06 PM EDT";"Waze - GPS, Maps, Traffic Alerts & Live Navigation";"kevin"
349;"Used Yelp: Food, Shopping, Services Nearby";"Android";"https://play.google.com/store/apps/details?id=com.yelp.android";"";"Sep 16, 2018, 3:08:52 PM EDT";"Yelp: Food, Shopping, Services Nearby";"kevin"
350;"Used com.android.packageinstaller";"Android";"";"";"Sep 16, 2018, 3:08:51 PM EDT";"com.android.packageinstaller";"kevin"
351;"Used com.vivo.browser";"Android";"";"";"Sep 16, 2018, 3:05:36 PM EDT";"com.vivo.browser";"kevin"
352;"Used Waze - GPS, Maps, Traffic Alerts & Live Navigation";"Android";"https://play.google.com/store/apps/details?id=com.waze";"";"Sep 16, 2018, 3:01:20 PM EDT";"Waze - GPS, Maps, Traffic Alerts & Live Navigation";"kevin"
353;"Used Alipay";"Android";"https://play.google.com/store/apps/details?id=com.eg.android.AlipayGphone";"";"Sep 16, 2018, 3:00:58 PM EDT";"Alipay";"kevin"
354;"Used Alipay";"Android";"https://play.google.com/store/apps/details?id=com.eg.android.AlipayGphone";"";"Sep 16, 2018, 2:13:02 PM EDT";"Alipay";"kevin"
355;"Used com.bbk.launcher";"Android";"";"";"Sep 16, 2018, 2:12:51 PM EDT";"com.bbk.launcher2";"kevin"
356;"Used NYTimes - Latest News";"Android";"https://play.google.com/store/apps/details?id=com.nytimes.android";"";"Sep 16, 2018, 2:01:55 PM EDT";"NYTimes - Latest News";"kevin"
357;"Used Instagram";"Android";"https://play.google.com/store/apps/details?id=com.instagram.android";"";"Sep 16, 2018, 1:56:19 PM EDT";"Instagram";"kevin"
358;"Used Messaging";"Android";"https://play.google.com/store/apps/details?id=com.android.mms";"";"Sep 16, 2018, 1:55:57 PM EDT";"Messaging";"kevin"
359;"Used WeChat";"Android";"https://play.google.com/store/apps/details?id=com.tencent.mm";"";"Sep 16, 2018, 1:37:44 PM EDT";"WeChat";"kevin"
360;"Used Google Chrome: Fast & Secur";"Android";"https://play.google.com/store/apps/details?id=com.android.chrome";"";"Sep 16, 2018, 1:26:35 PM EDT";"Google Chrome: Fast & Secure";"kevin"
361;"Used WeChat";"Android";"https://play.google.com/store/apps/details?id=com.tencent.mm";"";"Sep 16, 2018, 12:14:28 PM EDT";"WeChat";"kevin"
362;"Used WeChat";"Android";"https://play.google.com/store/apps/details?id=com.tencent.mm";"";"Sep 16, 2018, 11:00:04 AM EDT";"WeChat";"kevin"
363;"Used com.bbk.launcher";"Android";"";"";"Sep 16, 2018, 11:00:03 AM EDT";"com.bbk.launcher2";"kevin"
364;"Used com.bbk.launcher";"Android";"";"";"Sep 16, 2018, 10:25:23 AM EDT";"com.bbk.launcher2";"kevin"
365;"Used Instagram";"Android";"https://play.google.com/store/apps/details?id=com.instagram.android";"";"Sep 16, 2018, 10:25:22 AM EDT";"Instagram";"kevin"
366;"Used com.android.packageinstaller";"Android";"";"";"Sep 16, 2018, 10:25:18 AM EDT";"com.android.packageinstaller";"kevin"
367;"Used WeChat";"Android";"https://play.google.com/store/apps/details?id=com.tencent.mm";"";"Sep 16, 2018, 10:25:01 AM EDT";"WeChat";"kevin"
368;"Used com.bbk.launcher";"Android";"";"";"Sep 16, 2018, 9:46:51 AM EDT";"com.bbk.launcher2";"kevin"
369;"Used Messaging";"Android";"https://play.google.com/store/apps/details?id=com.android.mms";"";"Sep 16, 2018, 9:46:49 AM EDT";"Messaging";"kevin"
370;"Used Alipay";"Android";"https://play.google.com/store/apps/details?id=com.eg.android.AlipayGphone";"";"Sep 16, 2018, 9:46:26 AM EDT";"Alipay";"kevin"
371;"Used QQmail";"Android";"https://play.google.com/store/apps/details?id=com.tencent.androidqqmail";"";"Sep 16, 2018, 9:46:15 AM EDT";"QQmail";"kevin"
372;"Used WeChat";"Android";"https://play.google.com/store/apps/details?id=com.tencent.mm";"";"Sep 16, 2018, 9:45:17 AM EDT";"WeChat";"kevin"
373;"Used com.vivo.upslid";"Android";"";"";"Sep 16, 2018, 9:24:08 AM EDT";"com.vivo.upslide";"kevin"
374;"Used com.bbk.launcher";"Android";"";"";"Sep 16, 2018, 8:54:51 AM EDT";"com.bbk.launcher2";"kevin"
375;"Used WeChat";"Android";"https://play.google.com/store/apps/details?id=com.tencent.mm";"";"Sep 16, 2018, 7:15:49 AM EDT";"WeChat";"kevin"
376;"Interacted with Unknown Device operating system";"AndroidDetail";"";"";"Sep 16, 2018, 3:00:00 AM EDT";"Android";"kevin"
377;"Used WeChat";"Android";"https://play.google.com/store/apps/details?id=com.tencent.mm";"";"Sep 16, 2018, 12:16:14 AM EDT";"WeChat";"kevin"
378;"Used com.bbk.launcher";"Android";"";"";"Sep 16, 2018, 12:16:13 AM EDT";"com.bbk.launcher2";"kevin"
379;"Used com.ifeng.news";"Android";"";"";"Sep 16, 2018, 12:14:44 AM EDT";"com.ifeng.news2";"kevin"
380;"Used com.vivo.browser";"Android";"";"";"Sep 16, 2018, 12:07:52 AM EDT";"com.vivo.browser";"kevin"
381;"Used Alipay";"Android";"https://play.google.com/store/apps/details?id=com.eg.android.AlipayGphone";"";"Sep 16, 2018, 12:07:31 AM EDT";"Alipay";"kevin"
382;"Used com.vivo.magazin";"Android";"";"";"Sep 15, 2018, 11:43:23 PM EDT";"com.vivo.magazine";"kevin"
383;"Used Alipay";"Android";"https://play.google.com/store/apps/details?id=com.eg.android.AlipayGphone";"";"Sep 15, 2018, 11:21:42 PM EDT";"Alipay";"kevin"
384;"Used com.netease.vopen";"Android";"";"";"Sep 15, 2018, 11:21:35 PM EDT";"com.netease.vopen";"kevin"
385;"Used com.bbk.launcher";"Android";"";"";"Sep 15, 2018, 9:56:55 PM EDT";"com.bbk.launcher2";"kevin"
386;"Used WeChat";"Android";"https://play.google.com/store/apps/details?id=com.tencent.mm";"";"Sep 15, 2018, 9:56:07 PM EDT";"WeChat";"kevin"
387;"Used Instagram";"Android";"https://play.google.com/store/apps/details?id=com.instagram.android";"";"Sep 15, 2018, 9:56:04 PM EDT";"Instagram";"kevin"
388;"Used com.android.packageinstaller";"Android";"";"";"Sep 15, 2018, 9:55:55 PM EDT";"com.android.packageinstaller";"kevin"
389;"Used com.bbk.launcher";"Android";"";"";"Sep 15, 2018, 9:02:45 PM EDT";"com.bbk.launcher2";"kevin"
390;"Used Messaging";"Android";"https://play.google.com/store/apps/details?id=com.android.mms";"";"Sep 15, 2018, 9:02:39 PM EDT";"Messaging";"kevin"
391;"Used com.netease.vopen";"Android";"";"";"Sep 15, 2018, 8:44:56 PM EDT";"com.netease.vopen";"kevin"
392;"Used Instagram";"Android";"https://play.google.com/store/apps/details?id=com.instagram.android";"";"Sep 15, 2018, 8:36:19 PM EDT";"Instagram";"kevin"
393;"Used NYTimes - Latest News";"Android";"https://play.google.com/store/apps/details?id=com.nytimes.android";"";"Sep 15, 2018, 8:36:16 PM EDT";"NYTimes - Latest News";"kevin"
394;"Used Alipay";"Android";"https://play.google.com/store/apps/details?id=com.eg.android.AlipayGphone";"";"Sep 15, 2018, 8:20:39 PM EDT";"Alipay";"kevin"
395;"Used Contacts";"Android";"https://play.google.com/store/apps/details?id=com.android.contacts";"";"Sep 15, 2018, 7:50:13 PM EDT";"Contacts";"kevin"
396;"Used YouTub";"Android";"https://play.google.com/store/apps/details?id=com.google.android.youtube";"";"Sep 15, 2018, 7:46:36 PM EDT";"YouTube";"kevin"
397;"Used com.vivo.upslid";"Android";"";"";"Sep 15, 2018, 7:46:29 PM EDT";"com.vivo.upslide";"kevin"
398;"Used com.bbk.launcher";"Android";"";"";"Sep 15, 2018, 5:13:05 PM EDT";"com.bbk.launcher2";"kevin"
399;"Used com.bbk.launcher";"Android";"";"";"Sep 15, 2018, 4:19:05 PM EDT";"com.bbk.launcher2";"kevin"
400;"Used QQmail";"Android";"https://play.google.com/store/apps/details?id=com.tencent.androidqqmail";"";"Sep 15, 2018, 4:19:04 PM EDT";"QQmail";"kevin"
401;"Used YouTub";"Android";"https://play.google.com/store/apps/details?id=com.google.android.youtube";"";"Sep 15, 2018, 4:03:40 PM EDT";"YouTube";"kevin"
402;"Used com.ifeng.news";"Android";"";"";"Sep 15, 2018, 4:03:21 PM EDT";"com.ifeng.news2";"kevin"
403;"Used Bank of America Mobile Banking";"Android";"https://play.google.com/store/apps/details?id=com.infonow.bofa";"";"Sep 15, 2018, 4:00:31 PM EDT";"Bank of America Mobile Banking";"kevin"
404;"Used Alipay";"Android";"https://play.google.com/store/apps/details?id=com.eg.android.AlipayGphone";"";"Sep 15, 2018, 4:00:08 PM EDT";"Alipay";"kevin"
405;"Used WeChat";"Android";"https://play.google.com/store/apps/details?id=com.tencent.mm";"";"Sep 15, 2018, 4:00:00 PM EDT";"WeChat";"kevin"
406;"Used WeChat";"Android";"https://play.google.com/store/apps/details?id=com.tencent.mm";"";"Sep 15, 2018, 3:20:26 PM EDT";"WeChat";"kevin"
407;"Used com.bbk.launcher";"Android";"";"";"Sep 15, 2018, 2:58:15 PM EDT";"com.bbk.launcher2";"kevin"
408;"Used WhatsApp Messenger";"Android";"https://play.google.com/store/apps/details?id=com.whatsapp";"";"Sep 15, 2018, 2:37:28 PM EDT";"WhatsApp Messenger";"kevin"
409;"Used Google Chrome: Fast & Secur";"Android";"https://play.google.com/store/apps/details?id=com.android.chrome";"";"Sep 15, 2018, 2:28:54 PM EDT";"Google Chrome: Fast & Secure";"kevin"
410;"Used Alipay";"Android";"https://play.google.com/store/apps/details?id=com.eg.android.AlipayGphone";"";"Sep 15, 2018, 2:23:47 PM EDT";"Alipay";"kevin"
411;"Used com.vivo.upslid";"Android";"";"";"Sep 15, 2018, 2:07:04 PM EDT";"com.vivo.upslide";"kevin"
412;"Used ZAKER-????";"Android";"https://play.google.com/store/apps/details?id=com.myzaker.ZAKER_Phone";"";"Sep 15, 2018, 2:06:06 PM EDT";"ZAKER-????";"kevin"
413;"Used com.bbk.launcher";"Android";"";"";"Sep 15, 2018, 1:50:05 PM EDT";"com.bbk.launcher2";"kevin"
414;"Used NYTimes - Latest News";"Android";"https://play.google.com/store/apps/details?id=com.nytimes.android";"";"Sep 15, 2018, 12:28:47 PM EDT";"NYTimes - Latest News";"kevin"
415;"Used com.bbk.launcher";"Android";"";"";"Sep 15, 2018, 12:28:41 PM EDT";"com.bbk.launcher2";"kevin"
416;"Used WhatsApp Messenger";"Android";"https://play.google.com/store/apps/details?id=com.whatsapp";"";"Sep 15, 2018, 12:28:38 PM EDT";"WhatsApp Messenger";"kevin"
417;"Used com.ifeng.news";"Android";"";"";"Sep 15, 2018, 12:25:05 PM EDT";"com.ifeng.news2";"kevin"
418;"Used QQmail";"Android";"https://play.google.com/store/apps/details?id=com.tencent.androidqqmail";"";"Sep 15, 2018, 12:23:15 PM EDT";"QQmail";"kevin"
419;"Used Instagram";"Android";"https://play.google.com/store/apps/details?id=com.instagram.android";"";"Sep 15, 2018, 12:23:09 PM EDT";"Instagram";"kevin"
420;"Used WeChat";"Android";"https://play.google.com/store/apps/details?id=com.tencent.mm";"";"Sep 15, 2018, 12:22:54 PM EDT";"WeChat";"kevin"
421;"Used ?? iReader";"Android";"https://play.google.com/store/apps/details?id=com.chaozh.iReader";"";"Sep 15, 2018, 12:18:21 PM EDT";"?? iReader";"kevin"
422;"Used com.vivo.gallery";"Android";"";"";"Sep 15, 2018, 12:18:15 PM EDT";"com.vivo.gallery";"kevin"
423;"Used Messaging";"Android";"https://play.google.com/store/apps/details?id=com.android.mms";"";"Sep 15, 2018, 12:18:07 PM EDT";"Messaging";"kevin"
424;"Used com.netease.vopen";"Android";"";"";"Sep 15, 2018, 12:17:47 PM EDT";"com.netease.vopen";"kevin"
425;"Used Alipay";"Android";"https://play.google.com/store/apps/details?id=com.eg.android.AlipayGphone";"";"Sep 15, 2018, 12:17:10 PM EDT";"Alipay";"kevin"
426;"Used ZAKER-????";"Android";"https://play.google.com/store/apps/details?id=com.myzaker.ZAKER_Phone";"";"Sep 15, 2018, 12:15:09 PM EDT";"ZAKER-????";"kevin"
427;"Used com.vivo.weather";"Android";"";"";"Sep 15, 2018, 12:13:16 PM EDT";"com.vivo.weather";"kevin"
428;"Used com.vivo.weather";"Android";"";"";"Sep 15, 2018, 9:00:09 AM EDT";"com.vivo.weather";"kevin"
429;"Used com.android.BBKClock";"Android";"";"";"Sep 15, 2018, 9:00:02 AM EDT";"com.android.BBKClock";"kevin"
430;"Used com.vivo.weather";"Android";"";"";"Sep 15, 2018, 8:11:43 AM EDT";"com.vivo.weather";"kevin"
431;"Used com.bbk.launcher";"Android";"";"";"Sep 15, 2018, 8:11:38 AM EDT";"com.bbk.launcher2";"kevin"
432;"Used WeChat";"Android";"https://play.google.com/store/apps/details?id=com.tencent.mm";"";"Sep 15, 2018, 8:09:32 AM EDT";"WeChat";"kevin"
433;"Used com.bbk.launcher";"Android";"";"";"Sep 15, 2018, 4:11:34 AM EDT";"com.bbk.launcher2";"kevin"
434;"Interacted with Unknown Device operating system";"AndroidDetail";"";"";"Sep 15, 2018, 3:00:00 AM EDT";"Android";"kevin"
435;"Viewed Neramitra Thai Cuisine, Arlington";"Android";"https://www.google.com/url?q=https://www.yelp.com/biz/neramitra-thai-cuisine-arlington&usg=AFQjCNF6RPf7-dBWmT3zdeODgMS-9emkmg";"";"Sep 14, 2018, 9:05:32 PM EDT";"Yelp: Food, Shopping, Services Nearby";"kevin"
436;"Viewed Restaurants";"Android";"https://www.google.com/url?q=https://www.yelp.com/search%3Ffind_desc%3DRestaurants&usg=AFQjCNHckM_1PFpuYfvZaZEdI93jH1Kfiw";"";"Sep 14, 2018, 9:05:32 PM EDT";"Yelp: Food, Shopping, Services Nearby";"kevin"
437;"Interacted with Unknown Device operating system";"AndroidDetail";"";"";"Sep 14, 2018, 3:00:00 AM EDT";"Android";"kevin"
438;"Used Chrom";"Chrome";"";"";"Sep 20, 2018, 10:59:38 PM EDT";"Chrome";"kevin"
439;"Visited How to enable developer mode on your Chromebook | Android Central";"Chrome";"https://www.google.com/url?q=https://www.androidcentral.com/how-enable-developer-mode-chrome-os&usg=AFQjCNF5no_FSXTqHO-dLs2ElhHrtsKqZA";"";"Sep 20, 2018, 2:06:56 PM EDT";"Chrome";"kevin"
440;"Visited chromebook crosh developer mode - Google Search";"Chrome";"https://www.google.com/search?ei=NOGjW6jSCcHs_Qav9a6oBA&q=chromebook+crosh+developer+mode&oq=chromebook+crosh+developer+mode&gs_l=psy-ab.3..33i299l3.1612.9086..9260...0.0..1.173.3387.33j8......0....1..gws-wiz.......0j0i71j0i22i30j35i39j0i20i263j0i67j33i160.hAurTDiF024";"";"Sep 20, 2018, 2:06:08 PM EDT";"google.com";"kevin"
441;"Visited Poking around your Chrome OS Device - The Chromium Projects";"Chrome";"https://www.google.com/url?q=https://www.chromium.org/chromium-os/poking-around-your-chrome-os-device&usg=AFQjCNFGuj4zUJrUZInR2HnJA6gWw9AJdA";"";"Sep 20, 2018, 2:05:09 PM EDT";"chromium.org";"kevin"
442;"Visited chromebook crosh shell unknown command - Google Search";"Chrome";"https://www.google.com/search?ei=4eCjW4ndEfKl_Qa07JzIAg&q=chromebook+crosh+shell+unknown+command&oq=chromebook+crosh+unknown+shell&gs_l=psy-ab.1.0.0i22i30.1104.9312..11088...0.0..0.161.1311.13j3......0....1..gws-wiz.......0j0i71j35i39j0i20i263j0i7i30j0i30j0i67.GAzO4yIJOQU";"";"Sep 20, 2018, 2:04:55 PM EDT";"google.com";"kevin"
443;"Visited Unable to execute ""shell"" command in crosh on Chromebook Pixel - Google Product Forums";"Chrome";"https://productforums.google.com/forum/#!topic/chromebook-central/xeHidXO_vV8";"";"Sep 20, 2018, 2:04:38 PM EDT";"productforums.google.com";"kevin"
444;"Visited chromebook crosh - Google Search";"Chrome";"https://www.google.com/search?ei=Rd6jW_OwDYHL_QaGjLOYCA&q=chromebook+crosh&oq=chromebook+crosh&gs_l=psy-ab.3..0i20i263j0l4j0i22i30l5.975.11425..12038...7.0..2.262.4216.39j7j2....2..0....1..gws-wiz.....5..0i71j35i39j0i67j0i227i67j0i227i273j0i131i227i67j0i131i227i273j0i131j0i131i67j0i131i20i263i264j0i20i264j0i20i263i264j0i10j0i203.cdRsfHXcsiE";"";"Sep 20, 2018, 2:04:23 PM EDT";"google.com";"kevin"
445;"Visited 10+ Commands Included In Chrome OS’s Hidden Crosh Shell";"Chrome";"https://www.google.com/url?q=https://www.howtogeek.com/170648/10-commands-included-in-chrome-oss-hidden-crosh-shell/&usg=AFQjCNGstSXNuflbMWwqtO-xO5SQe0Lwhw";"";"Sep 20, 2018, 2:03:14 PM EDT";"howtogeek.com";"kevin"
446;"Visited how to run java on chromebook - Google Search";"Chrome";"https://www.google.com/search?ei=Jd6jW-zwDPDB_Qbv_LfYDQ&q=how+to+run+java+on+chromebook&oq=how+to+run+java+on+chromebook&gs_l=psy-ab.3..0.24045.30211..30448...0.0..0.192.2566.26j5......0....1..gws-wiz.......0i71j35i39j0i22i30j0i22i10i30j0i20i263j0i67j0i203.9FVVdvfZOX8";"";"Sep 20, 2018, 2:02:58 PM EDT";"google.com";"kevin"
447;"Visited How To Run Full Java 8 On Your Chromebook – No Crouton Needed";"Chrome";"https://www.google.com/url?q=https://www.meetchrome.com/java-on-chromebook/&usg=AFQjCNFUa09LqpgfwsY0XQJ2y_LklGb1Rg";"";"Sep 20, 2018, 2:00:13 PM EDT";"Chrome";"kevin"
448;"Visited Choose your privacy settings - Computer - Chromebook Hel";"Chrome";"https://support.google.com/chromebook/answer/114836?visit_id=636730630555878698-2501343066&p=settings_privacy&rd=1";"";"Sep 20, 2018, 1:57:34 PM EDT";"Chrome";"kevin"
449;"Visited How to Install and Use Java On Chromebook";"Chrome";"https://www.google.com/url?q=https://www.techjunkie.com/chromebook-install-java/&usg=AFQjCNGfGx-DZ2fbfsULkBgSHCbdRryEOw";"";"Sep 20, 2018, 1:52:08 PM EDT";"Chrome";"kevin"
450;"Visited how to run java in google computer - Google Search";"Chrome";"https://www.google.com/search?q=how+to+run+java+in+google+computer&oq=how+to+run+java+in+google+computer&aqs=chrome..69i57.15536j0j8&sourceid=chrome&ie=UTF-8";"";"Sep 20, 2018, 1:51:32 PM EDT";"google.com";"kevin"
451;"Viewed Apple MMEF2AM/A AirPods Wireless Bluetooth Headset for iPhones with iOS 10 or Later (White)";"Expre";"https://express.google.com/product/13609267636703892543_0_110028733";"";"Sep 14, 2018, 11:21:23 PM EDT";"Express";"kevin"
452;"arched for airpods";"Expre";"https://express.google.com/search?q=airpods";"";"Sep 14, 2018, 6:10:02 PM EDT";"Express";"kevin"
453;"Viewed Apple MMEF2AM/A AirPods Wireless Bluetooth Headset for iPhones with iOS 10 or Later (White)";"Expre";"https://express.google.com/product/13609267636703892543_0_110028733";"";"Sep 14, 2018, 6:07:48 PM EDT";"Express";"kevin"
454;"Visited lifehacker.com/how-to-install-linux-on-a-chromebook-and-unlock-its-ful-50903934";"Google Analy";"https://www.google.com/url?q=http://lifehacker.com/how-to-install-linux-on-a-chromebook-and-unlock-its-ful-509039343&usg=AFQjCNGExhH0kjPx8u479MyBx6yVixIrqA";"";"Sep 20, 2018, 2:13:31 PM EDT";"Google Analytics";"kevin"
455;"cards in your feed";"Google Feed";"";"";"Sep 19, 2018, 3:07:29 AM EDT";"Google Feed";"kevin"
456;"6 cards in your feed3DMAvengers: Infinity WariPhoneMausoleum of Mao ZedongOverwatchSina CorpSuperhero movieTaiwan independence movementTsai Ing-wenVGtimeWeather at a location5 other cards";"Google Feed";"https://maps.google.com/?q=38.855152,-77.054228";"";"Sep 18, 2018, 11:19:09 PM EDT";"Google Feed";"kevin"
457;"cards in your feedAvengers: Infinity WarBleachBlizzard EntertainmentDeng Xiaoping - viewedGlobal TimesMao ZedongMarvel Cinematic UniverseOne PieceTencent VideoThe AvengersTsai Ing-wenWu Tsing-Fong10 other cards";"Google Feed";"";"";"Sep 14, 2018, 8:50:25 PM EDT";"Google Feed";"kevin"
458;"Uninstalled Stocks, Forex, Finance, Markets: Portfolio & News";"Google Play Store";"https://play.google.com/store/apps/details?id=com.fusionmedia.investing";"";"Oct 2, 2018, 7:15:19 AM EDT";"Google Play Store";"kevin"
459;"Uninstalled HelloTalk — Chat, Speak & Learn Foreign Languages";"Google Play Store";"https://play.google.com/store/apps/details?id=com.hellotalk";"";"Oct 2, 2018, 7:15:19 AM EDT";"Google Play Store";"kevin"
460;"Installed WhatsApp Messenger";"Google Play Store";"https://play.google.com/store/apps/details?id=com.whatsapp";"";"Sep 20, 2018, 5:41:48 PM EDT";"Google Play Store";"kevin"
461;"Visited WhatsApp Messenger";"Google Play Store";"https://play.google.com/store/apps/details?id=com.whatsapp";"";"Sep 20, 2018, 5:39:16 PM EDT";"Google Play Store";"kevin"
462;"arched for whatsa";"Google Play Store";"https://play.google.com/store/search?q=whatsapp&c=apps";"";"Sep 20, 2018, 5:39:16 PM EDT";"Google Play Store";"kevin"
463;"arched for play";"Google Play Store";"https://play.google.com/store/search?q=play&c=apps";"";"Sep 20, 2018, 5:39:16 PM EDT";"Google Play Store";"kevin"
464;"Visited Google Play Stor";"Google Play Store";"https://play.google.com/store/apps/";"";"Sep 20, 2018, 5:39:16 PM EDT";"Google Play Store";"kevin"
465;"Installed Google Play Movies & TV";"Google Play Store";"https://play.google.com/store/apps/details?id=com.google.android.videos";"";"Sep 20, 2018, 1:53:27 PM EDT";"Google Play Store";"kevin"
466;"Installed Google Play Music";"Google Play Store";"https://play.google.com/store/apps/details?id=com.google.android.music";"";"Sep 20, 2018, 1:53:27 PM EDT";"Google Play Store";"kevin"
467;"Installed Clock";"Google Play Store";"https://play.google.com/store/apps/details?id=com.google.android.deskclock";"";"Sep 20, 2018, 1:52:22 PM EDT";"Google Play Store";"kevin"
468;"Installed Google Play Books";"Google Play Store";"https://play.google.com/store/apps/details?id=com.google.android.apps.books";"";"Sep 20, 2018, 1:52:22 PM EDT";"Google Play Store";"kevin"
469;"Installed Android System WebView";"Google Play Store";"https://play.google.com/store/apps/details?id=com.google.android.webview";"";"Sep 20, 2018, 1:51:48 PM EDT";"Google Play Store";"kevin"
470;"Installed Google Text-to-Speech";"Google Play Store";"https://play.google.com/store/apps/details?id=com.google.android.tts";"";"Sep 20, 2018, 1:51:48 PM EDT";"Google Play Store";"kevin"
471;"Installed Google Play Games";"Google Play Store";"https://play.google.com/store/apps/details?id=com.google.android.play.games";"";"Sep 20, 2018, 1:51:48 PM EDT";"Google Play Store";"kevin"
